image_id,file_name,width,height,category_id,category_name,bbox,area,iscrowd,image_path
3,train/000047.jpg,3674,2449,7,person,"[235.02, 1064.76, 183.54, 538.54]",98843.6316,0,./475_fire_train\images\train/000047.jpg
3,train/000047.jpg,3674,2449,7,person,"[0.84, 915.8, 225.66, 910.4]",205440.86400000003,0,./475_fire_train\images\train/000047.jpg
3,train/000047.jpg,3674,2449,4,smoke,"[457.28, 110.16, 622.09, 584.26]",363462.3034,0,./475_fire_train\images\train/000047.jpg
3,train/000047.jpg,3674,2449,7,person,"[2284.32, 1032.05, 205.58, 793.15]",163055.77699999997,0,./475_fire_train\images\train/000047.jpg
3,train/000047.jpg,3674,2449,5,fire,"[2292.8, 1286.94, 102.23, 136.91]",13996.309299999988,0,./475_fire_train\images\train/000047.jpg
3,train/000047.jpg,3674,2449,7,person,"[1998.23, 990.44, 265.57, 479.36]",127303.63520000005,0,./475_fire_train\images\train/000047.jpg
3,train/000047.jpg,3674,2449,7,person,"[1587.76, 735.32, 462.62, 1050.85]",486144.2270000001,0,./475_fire_train\images\train/000047.jpg
4,train/000098.jpg,500,334,5,fire,"[364.4, 115.4, 82.9, 96.0]",7958.400000000003,0,./475_fire_train\images\train/000098.jpg
4,train/000098.jpg,500,334,5,fire,"[311.1, 185.91, 63.3, 18.19]",1151.426999999999,0,./475_fire_train\images\train/000098.jpg
4,train/000098.jpg,500,334,7,person,"[44.3, 152.8, 34.62, 99.2]",3434.304,0,./475_fire_train\images\train/000098.jpg
4,train/000098.jpg,500,334,4,smoke,"[62.63, 3.88, 263.07, 96.72]",25444.1304,0,./475_fire_train\images\train/000098.jpg
4,train/000098.jpg,500,334,7,person,"[74.78, 157.4, 31.52, 91.4]",2880.928,0,./475_fire_train\images\train/000098.jpg
4,train/000098.jpg,500,334,4,smoke,"[303.25, 85.73, 169.45, 105.47]",17871.891499999998,0,./475_fire_train\images\train/000098.jpg
5,train/000101.jpg,283,224,5,fire,"[0.87, 1.5, 281.43, 202.8]",57074.00400000001,0,./475_fire_train\images\train/000101.jpg
5,train/000101.jpg,283,224,4,smoke,"[0.0, 1.42, 154.9, 39.88]",6177.411999999999,0,./475_fire_train\images\train/000101.jpg
6,train/000107.jpg,500,334,5,fire,"[182.97, 131.4, 44.63, 134.7]",6011.661,0,./475_fire_train\images\train/000107.jpg
6,train/000107.jpg,500,334,4,smoke,"[189.19, 69.99, 48.68, 35.85]",1745.1780000000006,0,./475_fire_train\images\train/000107.jpg
6,train/000107.jpg,500,334,7,person,"[347.48, 204.33, 15.12, 38.37]",580.1543999999998,0,./475_fire_train\images\train/000107.jpg
6,train/000107.jpg,500,334,4,smoke,"[187.75, 54.07, 59.04, 51.35]",3031.7039999999997,0,./475_fire_train\images\train/000107.jpg
6,train/000107.jpg,500,334,7,person,"[160.33, 197.4, 16.15, 46.51]",751.1364999999988,0,./475_fire_train\images\train/000107.jpg
6,train/000107.jpg,500,334,4,smoke,"[159.83, 3.44, 87.99, 78.73]",6927.452699999999,0,./475_fire_train\images\train/000107.jpg
6,train/000107.jpg,500,334,7,person,"[380.29, 194.6, 24.79, 52.74]",1307.4245999999982,0,./475_fire_train\images\train/000107.jpg
7,train/000112.jpg,400,533,5,fire,"[190.23, 58.47, 80.27, 114.83]",9217.404100000002,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,5,fire,"[279.6, 282.4, 42.16, 29.8]",1256.3679999999995,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,5,fire,"[240.6, 301.53, 25.6, 21.07]",539.3920000000012,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,5,fire,"[379.5, 26.35, 20.5, 121.75]",2495.875,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,5,fire,"[315.24, 398.33, 25.6, 21.07]",539.3919999999991,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,5,fire,"[220.61, 173.92, 47.39, 50.58]",2396.9862,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,5,fire,"[343.02, 165.68, 33.38, 22.82]",761.7315999999996,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,5,fire,"[2.72, 0.0, 211.38, 498.8]",105436.344,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,5,fire,"[284.85, 130.52, 36.04, 27.17]",979.2067999999986,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,4,smoke,"[183.9, 2.58, 159.7, 142.32]",22728.504,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,5,fire,"[289.19, 90.58, 36.04, 31.52]",1135.9808000000005,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,5,fire,"[329.12, 114.89, 36.04, 27.17]",979.2068000000006,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,5,fire,"[222.36, 425.24, 25.6, 21.07]",539.3919999999997,0,./475_fire_train\images\train/000112.jpg
7,train/000112.jpg,400,533,5,fire,"[284.95, 325.05, 36.04, 27.17]",979.2068000000012,0,./475_fire_train\images\train/000112.jpg
8,train/000114.jpg,500,333,5,fire,"[462.37, 79.81, 36.42, 36.9]",1343.8980000000004,0,./475_fire_train\images\train/000114.jpg
8,train/000114.jpg,500,333,5,fire,"[111.4, 117.44, 36.67, 74.86]",2745.1161999999995,0,./475_fire_train\images\train/000114.jpg
8,train/000114.jpg,500,333,5,fire,"[118.08, 201.22, 18.72, 19.48]",364.66560000000004,0,./475_fire_train\images\train/000114.jpg
8,train/000114.jpg,500,333,5,fire,"[57.33, 196.9, 20.37, 13.5]",274.99500000000006,0,./475_fire_train\images\train/000114.jpg
8,train/000114.jpg,500,333,5,fire,"[4.18, 198.51, 21.42, 27.1]",580.4820000000005,0,./475_fire_train\images\train/000114.jpg
8,train/000114.jpg,500,333,5,fire,"[0.0, 171.39, 21.8, 49.91]",1088.0380000000007,0,./475_fire_train\images\train/000114.jpg
8,train/000114.jpg,500,333,5,fire,"[7.44, 162.71, 47.46, 34.09]",1617.9114000000002,0,./475_fire_train\images\train/000114.jpg
8,train/000114.jpg,500,333,5,fire,"[53.18, 155.5, 21.42, 27.1]",580.4819999999997,0,./475_fire_train\images\train/000114.jpg
9,train/000116.jpg,500,480,5,fire,"[134.3, 102.4, 193.1, 60.95]",11769.444999999996,0,./475_fire_train\images\train/000116.jpg
9,train/000116.jpg,500,480,4,smoke,"[2.5, 3.88, 497.5, 326.72]",162543.2,0,./475_fire_train\images\train/000116.jpg
9,train/000116.jpg,500,480,5,fire,"[90.88, 184.5, 265.02, 117.2]",31060.343999999994,0,./475_fire_train\images\train/000116.jpg
9,train/000116.jpg,500,480,5,fire,"[363.2, 260.85, 36.3, 27.05]",981.9149999999987,0,./475_fire_train\images\train/000116.jpg
9,train/000116.jpg,500,480,5,fire,"[0.0, 266.6, 81.2, 47.6]",3865.119999999997,0,./475_fire_train\images\train/000116.jpg
10,train/000121.jpg,496,280,7,person,"[443.51, 193.79, 15.97, 34.08]",544.2576000000012,0,./475_fire_train\images\train/000121.jpg
10,train/000121.jpg,496,280,7,person,"[417.08, 196.15, 8.96, 32.34]",289.7664000000012,0,./475_fire_train\images\train/000121.jpg
10,train/000121.jpg,496,280,5,fire,"[16.9, 0.5, 365.1, 275.8]",100694.58000000002,0,./475_fire_train\images\train/000121.jpg
10,train/000121.jpg,496,280,4,smoke,"[3.3, 0.0, 437.6, 208.7]",91327.11999999998,0,./475_fire_train\images\train/000121.jpg
10,train/000121.jpg,496,280,5,fire,"[42.67, 216.07, 58.62, 42.83]",2510.6945999999994,0,./475_fire_train\images\train/000121.jpg
10,train/000121.jpg,496,280,5,fire,"[23.28, 65.69, 63.62, 147.71]",9397.310200000002,0,./475_fire_train\images\train/000121.jpg
10,train/000121.jpg,496,280,7,person,"[430.25, 193.2, 13.17, 34.89]",459.50130000000075,0,./475_fire_train\images\train/000121.jpg
11,train/000127.jpg,600,300,4,smoke,"[120.61, 1.96, 338.59, 264.04]",89401.3036,0,./475_fire_train\images\train/000127.jpg
11,train/000127.jpg,600,300,5,fire,"[373.24, 192.2, 63.66, 107.8]",6862.547999999997,0,./475_fire_train\images\train/000127.jpg
11,train/000127.jpg,600,300,5,fire,"[248.48, 141.73, 113.92, 137.17]",15626.406399999996,0,./475_fire_train\images\train/000127.jpg
12,train/000130.jpg,400,300,5,fire,"[211.5, 216.1, 81.0, 21.2]",1717.2000000000014,0,./475_fire_train\images\train/000130.jpg
12,train/000130.jpg,400,300,4,smoke,"[66.1, 0.0, 308.0, 231.8]",71394.40000000001,0,./475_fire_train\images\train/000130.jpg
12,train/000130.jpg,400,300,5,fire,"[175.85, 208.46, 20.45, 15.0]",306.7500000000002,0,./475_fire_train\images\train/000130.jpg
12,train/000130.jpg,400,300,5,fire,"[143.05, 222.59, 39.95, 22.31]",891.2844999999999,0,./475_fire_train\images\train/000130.jpg
12,train/000130.jpg,400,300,4,smoke,"[277.4, 142.1, 58.75, 95.46]",5608.275000000001,0,./475_fire_train\images\train/000130.jpg
12,train/000130.jpg,400,300,5,fire,"[189.55, 230.7, 20.45, 15.0]",306.74999999999983,0,./475_fire_train\images\train/000130.jpg
12,train/000130.jpg,400,300,5,fire,"[163.73, 89.2, 104.27, 107.9]",11250.733,0,./475_fire_train\images\train/000130.jpg
13,train/000134.jpg,500,890,7,person,"[10.84, 742.8, 64.86, 112.3]",7283.778000000005,0,./475_fire_train\images\train/000134.jpg
13,train/000134.jpg,500,890,7,person,"[391.12, 757.25, 88.38, 132.38]",11699.7444,0,./475_fire_train\images\train/000134.jpg
13,train/000134.jpg,500,890,5,fire,"[265.1, 273.75, 47.1, 282.05]",13284.554999999988,0,./475_fire_train\images\train/000134.jpg
13,train/000134.jpg,500,890,5,fire,"[240.92, 485.9, 41.38, 41.42]",1713.959600000004,0,./475_fire_train\images\train/000134.jpg
14,train/000138.jpg,440,547,5,fire,"[139.41, 305.56, 244.99, 161.24]",39502.1876,0,./475_fire_train\images\train/000138.jpg
14,train/000138.jpg,440,547,4,smoke,"[26.5, 0.0, 407.4, 392.3]",159823.02,0,./475_fire_train\images\train/000138.jpg
15,train/000143.jpg,500,333,4,smoke,"[194.95, 0.0, 193.05, 192.5]",37162.125,0,./475_fire_train\images\train/000143.jpg
15,train/000143.jpg,500,333,5,fire,"[293.0, 161.9, 63.7, 75.3]",4796.609999999998,0,./475_fire_train\images\train/000143.jpg
16,train/000157.jpg,500,498,4,smoke,"[84.1, 0.5, 366.9, 382.6]",140375.94,0,./475_fire_train\images\train/000157.jpg
16,train/000157.jpg,500,498,5,fire,"[155.17, 311.1, 67.53, 63.0]",4254.39,0,./475_fire_train\images\train/000157.jpg
16,train/000157.jpg,500,498,4,smoke,"[371.27, 268.18, 75.43, 60.02]",4527.308599999999,0,./475_fire_train\images\train/000157.jpg
16,train/000157.jpg,500,498,5,fire,"[153.3, 263.3, 59.8, 46.2]",2762.7599999999984,0,./475_fire_train\images\train/000157.jpg
17,train/000161.jpg,480,290,5,fire,"[104.37, 151.11, 39.43, 28.19]",1111.5317,0,./475_fire_train\images\train/000161.jpg
17,train/000161.jpg,480,290,5,fire,"[15.54, 157.8, 57.36, 45.2]",2592.6719999999996,0,./475_fire_train\images\train/000161.jpg
17,train/000161.jpg,480,290,4,smoke,"[2.2, 1.88, 445.4, 228.12]",101604.64800000002,0,./475_fire_train\images\train/000161.jpg
17,train/000161.jpg,480,290,5,fire,"[235.64, 61.9, 120.66, 172.8]",20850.048000000003,0,./475_fire_train\images\train/000161.jpg
18,train/000171.jpg,400,300,5,fire,"[159.58, 227.1, 33.42, 30.5]",1019.3100000000005,0,./475_fire_train\images\train/000171.jpg
18,train/000171.jpg,400,300,5,fire,"[150.9, 47.7, 100.8, 69.9]",7045.919999999998,0,./475_fire_train\images\train/000171.jpg
18,train/000171.jpg,400,300,4,smoke,"[176.79, 1.48, 171.01, 173.42]",29656.554200000006,0,./475_fire_train\images\train/000171.jpg
19,train/000172.jpg,500,409,5,fire,"[229.61, 242.19, 62.79, 71.21]",4471.275899999996,0,./475_fire_train\images\train/000172.jpg
19,train/000172.jpg,500,409,5,fire,"[248.26, 80.98, 40.14, 45.22]",1815.1307999999992,0,./475_fire_train\images\train/000172.jpg
19,train/000172.jpg,500,409,5,fire,"[213.88, 65.9, 25.42, 61.82]",1571.4644000000008,0,./475_fire_train\images\train/000172.jpg
19,train/000172.jpg,500,409,4,smoke,"[202.3, 0.0, 297.7, 230.6]",68649.62,0,./475_fire_train\images\train/000172.jpg
19,train/000172.jpg,500,409,5,fire,"[127.03, 147.6, 85.47, 54.5]",4658.115,0,./475_fire_train\images\train/000172.jpg
19,train/000172.jpg,500,409,4,smoke,"[0.0, 0.0, 204.9, 204.6]",41922.54,0,./475_fire_train\images\train/000172.jpg
20,train/000188.jpg,531,253,5,fire,"[251.53, 0.0, 224.47, 165.9]",37239.573000000004,0,./475_fire_train\images\train/000188.jpg
20,train/000188.jpg,531,253,4,smoke,"[388.52, 0.0, 116.38, 146.2]",17014.755999999998,0,./475_fire_train\images\train/000188.jpg
20,train/000188.jpg,531,253,5,fire,"[435.8, 85.25, 42.0, 54.55]",2291.1000000000004,0,./475_fire_train\images\train/000188.jpg
20,train/000188.jpg,531,253,4,smoke,"[0.0, 0.0, 364.7, 193.2]",70460.04,0,./475_fire_train\images\train/000188.jpg
21,train/000193.jpg,470,726,4,smoke,"[0.0, 0.0, 397.2, 351.8]",139734.96,0,./475_fire_train\images\train/000193.jpg
21,train/000193.jpg,470,726,5,fire,"[325.6, 304.38, 52.2, 38.93]",2032.146,0,./475_fire_train\images\train/000193.jpg
21,train/000193.jpg,470,726,5,fire,"[106.63, 134.2, 235.47, 217.5]",51214.725000000006,0,./475_fire_train\images\train/000193.jpg
22,train/000194.jpg,500,367,4,smoke,"[132.2, 1.2, 262.5, 203.74]",53481.75,0,./475_fire_train\images\train/000194.jpg
22,train/000194.jpg,500,367,5,fire,"[211.24, 218.98, 17.15, 12.72]",218.14799999999968,0,./475_fire_train\images\train/000194.jpg
22,train/000194.jpg,500,367,5,fire,"[198.56, 164.5, 105.74, 56.1]",5932.014,0,./475_fire_train\images\train/000194.jpg
22,train/000194.jpg,500,367,5,fire,"[230.64, 219.87, 17.16, 12.73]",218.44680000000014,0,./475_fire_train\images\train/000194.jpg
23,train/000199.jpg,500,333,5,fire,"[199.93, 138.44, 41.57, 49.56]",2060.2092,0,./475_fire_train\images\train/000199.jpg
23,train/000199.jpg,500,333,4,smoke,"[226.9, 0.3, 209.1, 189.4]",39603.53999999999,0,./475_fire_train\images\train/000199.jpg
23,train/000199.jpg,500,333,5,fire,"[218.37, 191.59, 17.13, 19.81]",339.34529999999995,0,./475_fire_train\images\train/000199.jpg
23,train/000199.jpg,500,333,5,fire,"[220.54, 227.93, 25.26, 20.27]",512.0201999999999,0,./475_fire_train\images\train/000199.jpg
23,train/000199.jpg,500,333,5,fire,"[304.06, 228.47, 17.16, 12.73]",218.44680000000014,0,./475_fire_train\images\train/000199.jpg
23,train/000199.jpg,500,333,5,fire,"[242.21, 161.5, 65.79, 71.1]",4677.668999999999,0,./475_fire_train\images\train/000199.jpg
24,train/000208.jpg,486,302,5,fire,"[156.67, 193.98, 54.43, 43.54]",2369.8822000000014,0,./475_fire_train\images\train/000208.jpg
24,train/000208.jpg,486,302,5,fire,"[342.65, 208.78, 11.75, 14.82]",174.13499999999993,0,./475_fire_train\images\train/000208.jpg
24,train/000208.jpg,486,302,5,fire,"[318.55, 206.81, 21.55, 28.09]",605.3395000000004,0,./475_fire_train\images\train/000208.jpg
24,train/000208.jpg,486,302,5,fire,"[106.95, 179.18, 19.78, 16.04]",317.27119999999985,0,./475_fire_train\images\train/000208.jpg
24,train/000208.jpg,486,302,4,smoke,"[3.0, 1.72, 164.2, 107.68]",17681.056,0,./475_fire_train\images\train/000208.jpg
24,train/000208.jpg,486,302,5,fire,"[395.28, 207.34, 6.44, 6.7]",43.148000000000295,0,./475_fire_train\images\train/000208.jpg
24,train/000208.jpg,486,302,5,fire,"[258.14, 180.2, 32.36, 43.8]",1417.368000000001,0,./475_fire_train\images\train/000208.jpg
24,train/000208.jpg,486,302,5,fire,"[196.85, 221.7, 87.35, 40.1]",3502.735000000002,0,./475_fire_train\images\train/000208.jpg
24,train/000208.jpg,486,302,5,fire,"[130.47, 189.34, 12.3, 13.36]",164.32799999999997,0,./475_fire_train\images\train/000208.jpg
24,train/000208.jpg,486,302,5,fire,"[281.17, 191.57, 32.36, 44.73]",1447.4627999999987,0,./475_fire_train\images\train/000208.jpg
24,train/000208.jpg,486,302,4,smoke,"[161.59, 0.0, 219.81, 217.9]",47896.598999999995,0,./475_fire_train\images\train/000208.jpg
25,train/000209.jpg,500,313,5,fire,"[200.79, 0.0, 81.71, 157.8]",12893.838000000002,0,./475_fire_train\images\train/000209.jpg
25,train/000209.jpg,500,313,4,smoke,"[279.33, 39.8, 55.57, 53.0]",2945.2099999999996,0,./475_fire_train\images\train/000209.jpg
26,train/000212.jpg,500,375,7,person,"[424.5, 0.81, 75.37, 190.99]",14394.9163,0,./475_fire_train\images\train/000212.jpg
26,train/000212.jpg,500,375,5,fire,"[100.25, 175.3, 52.75, 65.2]",3439.2999999999993,0,./475_fire_train\images\train/000212.jpg
26,train/000212.jpg,500,375,7,person,"[402.2, 0.09, 55.6, 61.01]",3392.1560000000013,0,./475_fire_train\images\train/000212.jpg
26,train/000212.jpg,500,375,7,person,"[325.4, 28.27, 136.02, 217.13]",29534.022600000008,0,./475_fire_train\images\train/000212.jpg
26,train/000212.jpg,500,375,5,fire,"[149.42, 181.15, 52.75, 57.9]",3054.2250000000004,0,./475_fire_train\images\train/000212.jpg
27,train/000233.jpg,400,300,5,fire,"[153.26, 25.7, 117.34, 207.7]",24371.518000000007,0,./475_fire_train\images\train/000233.jpg
27,train/000233.jpg,400,300,4,smoke,"[114.6, 1.82, 282.9, 142.48]",40307.592000000004,0,./475_fire_train\images\train/000233.jpg
28,train/000234.jpg,1440,960,5,fire,"[434.92, 343.9, 329.38, 342.0]",112647.95999999998,0,./475_fire_train\images\train/000234.jpg
28,train/000234.jpg,1440,960,4,smoke,"[1038.2, 0.0, 401.8, 515.2]",207007.36,0,./475_fire_train\images\train/000234.jpg
28,train/000234.jpg,1440,960,7,person,"[1003.25, 543.81, 106.05, 301.49]",31973.014499999987,0,./475_fire_train\images\train/000234.jpg
28,train/000234.jpg,1440,960,4,smoke,"[273.7, 0.0, 808.7, 589.4]",476647.78,0,./475_fire_train\images\train/000234.jpg
28,train/000234.jpg,1440,960,7,person,"[828.1, 643.7, 127.9, 216.4]",27677.55999999999,0,./475_fire_train\images\train/000234.jpg
28,train/000234.jpg,1440,960,5,fire,"[834.4, 484.9, 83.9, 51.2]",4295.680000000003,0,./475_fire_train\images\train/000234.jpg
29,train/000235.jpg,550,364,4,smoke,"[226.66, 8.9, 139.84, 177.5]",24821.600000000002,0,./475_fire_train\images\train/000235.jpg
29,train/000235.jpg,550,364,5,fire,"[238.23, 115.5, 88.17, 116.3]",10254.171,0,./475_fire_train\images\train/000235.jpg
30,train/000236.jpg,432,320,5,fire,"[246.99, 229.62, 17.71, 14.48]",256.4407999999995,0,./475_fire_train\images\train/000236.jpg
30,train/000236.jpg,432,320,4,smoke,"[116.74, 0.0, 94.36, 207.4]",19570.264,0,./475_fire_train\images\train/000236.jpg
30,train/000236.jpg,432,320,5,fire,"[229.27, 267.14, 18.23, 17.66]",321.9418000000003,0,./475_fire_train\images\train/000236.jpg
30,train/000236.jpg,432,320,5,fire,"[243.86, 246.82, 18.8, 28.58]",537.304,0,./475_fire_train\images\train/000236.jpg
30,train/000236.jpg,432,320,5,fire,"[246.7, 206.91, 18.8, 26.49]",498.01200000000046,0,./475_fire_train\images\train/000236.jpg
30,train/000236.jpg,432,320,5,fire,"[221.4, 0.51, 70.4, 199.09]",14015.936000000002,0,./475_fire_train\images\train/000236.jpg
31,train/000237.jpg,800,528,5,fire,"[617.6, 379.0, 62.5, 49.5]",3093.75,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,7,person,"[4.92, 301.89, 131.48, 91.01]",11965.9948,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,5,fire,"[520.2, 199.4, 109.1, 111.3]",12142.829999999987,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,5,fire,"[517.8, 393.23, 24.0, 22.07]",529.6799999999998,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,7,person,"[67.81, 295.39, 87.59, 209.71]",18368.498900000002,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,5,fire,"[684.7, 396.03, 32.56, 34.32]",1117.4591999999998,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,4,smoke,"[404.3, 0.0, 393.54, 380.5]",149741.97,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,4,smoke,"[434.57, 391.6, 179.43, 73.3]",13152.218999999992,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,5,fire,"[453.4, 204.9, 43.7, 62.3]",2722.510000000002,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,5,fire,"[180.79, 379.47, 46.31, 23.63]",1094.3052999999998,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,4,smoke,"[293.1, 377.0, 88.23, 63.0]",5558.489999999998,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,7,person,"[0.18, 310.51, 63.52, 217.49]",13814.964800000002,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,5,fire,"[547.12, 382.05, 21.68, 17.95]",389.15599999999887,0,./475_fire_train\images\train/000237.jpg
31,train/000237.jpg,800,528,5,fire,"[378.6, 413.0, 69.5, 40.8]",2835.600000000001,0,./475_fire_train\images\train/000237.jpg
32,train/000246.jpg,351,239,5,fire,"[249.36, 171.29, 14.64, 11.61]",169.97040000000004,0,./475_fire_train\images\train/000246.jpg
32,train/000246.jpg,351,239,4,smoke,"[66.7, 1.1, 85.2, 161.6]",13768.32,0,./475_fire_train\images\train/000246.jpg
32,train/000246.jpg,351,239,4,smoke,"[167.1, 7.17, 86.6, 165.93]",14369.538,0,./475_fire_train\images\train/000246.jpg
32,train/000246.jpg,351,239,5,fire,"[211.7, 191.2, 13.8, 14.3]",197.34000000000032,0,./475_fire_train\images\train/000246.jpg
32,train/000246.jpg,351,239,5,fire,"[205.76, 203.21, 13.44, 8.09]",108.72960000000003,0,./475_fire_train\images\train/000246.jpg
32,train/000246.jpg,351,239,5,fire,"[74.0, 138.2, 55.3, 74.3]",4108.790000000002,0,./475_fire_train\images\train/000246.jpg
32,train/000246.jpg,351,239,5,fire,"[186.4, 196.19, 16.87, 8.44]",142.3828,0,./475_fire_train\images\train/000246.jpg
32,train/000246.jpg,351,239,5,fire,"[158.27, 196.98, 18.5, 11.22]",207.57,0,./475_fire_train\images\train/000246.jpg
32,train/000246.jpg,351,239,5,fire,"[123.92, 28.4, 110.18, 153.0]",16857.539999999997,0,./475_fire_train\images\train/000246.jpg
32,train/000246.jpg,351,239,5,fire,"[38.1, 197.6, 18.5, 16.3]",301.5500000000002,0,./475_fire_train\images\train/000246.jpg
33,train/000247.jpg,500,333,5,fire,"[190.61, 92.2, 67.19, 68.8]",4622.672,0,./475_fire_train\images\train/000247.jpg
33,train/000247.jpg,500,333,4,smoke,"[196.9, 0.0, 302.0, 333.0]",100566.0,0,./475_fire_train\images\train/000247.jpg
33,train/000247.jpg,500,333,4,smoke,"[159.3, 21.7, 86.5, 60.7]",5250.55,0,./475_fire_train\images\train/000247.jpg
34,train/000251.jpg,500,375,5,fire,"[339.46, 104.31, 94.14, 140.59]",13235.142600000006,0,./475_fire_train\images\train/000251.jpg
35,train/000256.jpg,500,333,5,fire,"[1.87, 85.7, 107.23, 134.0]",14368.819999999998,0,./475_fire_train\images\train/000256.jpg
35,train/000256.jpg,500,333,4,smoke,"[0.0, 0.85, 190.0, 100.75]",19142.5,0,./475_fire_train\images\train/000256.jpg
35,train/000256.jpg,500,333,4,smoke,"[185.8, 0.0, 68.4, 48.7]",3331.079999999999,0,./475_fire_train\images\train/000256.jpg
35,train/000256.jpg,500,333,7,person,"[82.39, 65.2, 108.01, 211.5]",22844.115,0,./475_fire_train\images\train/000256.jpg
35,train/000256.jpg,500,333,5,fire,"[141.26, 208.51, 38.54, 17.49]",674.0646000000007,0,./475_fire_train\images\train/000256.jpg
36,train/000257.jpg,500,303,5,fire,"[253.76, 120.18, 48.74, 28.52]",1390.0647999999994,0,./475_fire_train\images\train/000257.jpg
36,train/000257.jpg,500,303,4,smoke,"[47.5, 0.99, 356.1, 101.91]",36290.151000000005,0,./475_fire_train\images\train/000257.jpg
36,train/000257.jpg,500,303,5,fire,"[237.9, 76.2, 67.0, 42.9]",2874.2999999999984,0,./475_fire_train\images\train/000257.jpg
